1495.231	1495.231	747.615
876.417	876.417	438.208
487.104	487.104	243.552
4791.649	4791.649	2395.824
2826.027	2826.027	1413.014
1384.188	1384.188	692.094
4424.350	4424.350	2212.175
168.670	168.670	84.335
2891.749	2891.749	1445.875
4263.519	4263.519	2131.760
2902.528	2902.528	1451.264
4783.553	4783.553	2391.777
2981.191	2981.191	1490.595
862.348	862.348	431.174
1497.612	1497.612	748.806
3774.636	3774.636	1887.318
1190.151	1190.151	595.076
46.629	46.629	23.315
3410.933	3410.933	1705.467
2383.897	2383.897	1191.948
1937.021	1937.021	968.510
147.709	147.709	73.854
4847.156	4847.156	2423.578
525.559	525.559	262.780
1963.296	1963.296	981.648
2232.825	2232.825	1116.412
4091.742	4091.742	2045.871
1399.440	1399.440	699.720
3395.278	3395.278	1697.639
1609.175	1609.175	804.588
396.228	396.228	198.114
4129.694	4129.694	2064.847
2522.858	2522.858	1261.429
4568.502	4568.502	2284.251
2476.032	2476.032	1238.016
2523.903	2523.903	1261.952
1545.280	1545.280	772.640
1896.545	1896.545	948.273
3004.416	3004.416	1502.208
4240.340	4240.340	2120.170
3554.296	3554.296	1777.148
3417.237	3417.237	1708.619
1929.653	1929.653	964.826
4607.654	4607.654	2303.827
1960.455	1960.455	980.227
2653.905	2653.905	1326.953
2739.292	2739.292	1369.646
1517.049	1517.049	758.524
807.537	807.537	403.768
354.348	354.348	177.174
2593.739	2593.739	1296.870
1863.858	1863.858	931.929
2132.279	2132.279	1066.140
1332.246	1332.246	666.123
2299.191	2299.191	1149.595
2517.460	2517.460	1258.730
1227.442	1227.442	613.721
2879.774	2879.774	1439.887
718.063	718.063	359.031
1146.003	1146.003	573.002
4171.103	4171.103	2085.552
4614.542	4614.542	2307.271
87.676	87.676	43.838
1767.469	1767.469	883.734
663.335	663.335	331.668
2103.848	2103.848	1051.924
1124.538	1124.538	562.269
2158.510	2158.510	1079.255
1472.086	1472.086	736.043
1287.477	1287.477	643.739
233.083	233.083	116.541
3349.805	3349.805	1674.902
4137.048	4137.048	2068.524
514.174	514.174	257.087
3874.072	3874.072	1937.036
2702.688	2702.688	1351.344
11.545	11.545	5.773
1479.924	1479.924	739.962
2842.522	2842.522	1421.261
1760.287	1760.287	880.143
372.743	372.743	186.372
4671.015	4671.015	2335.508
3373.752	3373.752	1686.876
4442.966	4442.966	2221.483
4844.966	4844.966	2422.483
4605.979	4605.979	2302.990
528.596	528.596	264.298
4218.568	4218.568	2109.284
1716.849	1716.849	858.424
1733.335	1733.335	866.667
1490.045	1490.045	745.023
3321.331	3321.331	1660.666
123.523	123.523	61.762
3094.439	3094.439	1547.219
4505.431	4505.431	2252.716
1600.366	1600.366	800.183
4914.737	4914.737	2457.368
2470.535	2470.535	1235.267
1297.920	1297.920	648.960
1403.140	1403.140	701.570
