231583	575733
798159	432565
953949	188723
342330	948571
28905	470449
710418	822785
186635	114557
932732	617094
357693	812017
682388	681880
734295	265869
370273	877785
178281	466336
693833	614217
829187	796224
937760	540880
50705	185050
120178	104027
69142	278103
261582	614753
443990	196097
990180	718355
16444	565665
368921	972154
130786	584349
202300	6099
81124	10369
83850	440983
402920	82093
983918	96672
428648	49642
629291	86939
410844	688902
45984	512890
44362	932126
523537	631946
200263	138860
149857	218167
477203	899549
695191	711939
807332	316315
465551	434864
144447	480662
795102	432272
763702	958115
206418	525264
642760	530743
789472	853478
407599	688182
582250	834033
551473	611582
504688	757038
701703	222705
397508	61908
255697	876572
