221956	76023
294772	519430
294500	128501
624867	179137
853761	118565
667928	161361
660277	437349
186243	947955
310100	104677
563071	154925
6114	503675
517317	611077
439120	291661
958672	967132
667312	717316
170960	661181
700470	84695
14031	811968
131981	833217
65982	978632
842734	213492
260259	821896
277739	682004
460902	769998
173866	840253
774965	402634
262627	667323
947145	597621
374269	97261
50618	487628
562125	365253
23014	326062
267552	140265
11427	831383
568926	383631
112668	13088
438039	99052
730095	71071
310203	810803
400713	475748
598929	20019
483572	133265
238453	932094
281137	632278
122369	1028
694380	541393
339182	530584
956609	363591
706829	656748
13483	529686
721583	35457
229665	32130
177659	800913
281794	246419
812631	432887
219953	783930
468230	528462
368125	170978
121526	617788
671676	494137
593051	270730
154582	721360
785882	258896
469253	425858
608633	688216
57412	268974
988611	832728
980437	61599
145619	234220
917931	695096
42140	458053
657091	756363
577436	516405
299641	129771
93897	657437
737126	527816
887530	719455
349523	486573
547909	184197
682175	696592
631023	905919
261374	41831
56391	806409
537710	631704
992690	367543
531063	65029
345540	219177
810688	393324
86411	493279
236448	248772
945029	965289
464524	921281
162825	794902
587281	798281
681025	135372
402498	146423
863911	969381
49980	233894
140338	814468
745841	536368
654400	312835
357785	711215
585121	341462
733420	431763
193992	775369
245296	128348
16842	881083
620388	876733
862409	570898
179631	484365
309557	517253
375714	716523
684115	560155
257786	136800
960318	882260
771916	787142
55516	919561
956676	570887
674688	64203
904806	426415
154152	497318
809682	179377
756498	948518
433751	83365
899823	496059
811771	392368
393090	289014
973074	268769
29300	711516
136072	383924
459185	830218
796617	800326
624629	532665
100582	720675
137173	904412
244777	116623
966203	337753
610417	546038
937201	20217
108543	91058
966083	150204
29382	724755
939150	296529
193931	390395
335630	496991
679468	639776
324099	486130
400317	941050
232564	245208
2343	423335
787527	155413
511118	337636
149583	399718
721430	626064
112618	774676
651823	652903
581923	939663
329829	160741
581471	900914
74038	569668
73133	401658
983242	375389
353614	828949
550597	221384
456595	70965
575040	87915
706568	989881
985627	657838
280284	524286
341284	744202
222031	321721
770531	799418
734295	731719
264505	1024
999940	463223
91299	13391
397487	523999
18703	436229
30116	184532
551585	662203
485246	5465
392622	454405
308680	737785
174669	571446
811200	320069
743857	519664
719602	150305
473595	635024
943366	323333
483307	24603
267669	815091
399572	120074
161540	814313
233888	439902
910890	432159
594264	940377
497961	803547
376636	860379
377291	346276
