571282	14209
361820	568830
423660	963889
52510	212677
774101	339635
748260	871997
191854	542696
720585	658851
81393	501744
478048	41155
958391	430688
957789	473964
446175	21895
31440	494710
914959	751535
485040	754666
398048	20294
52086	975903
987692	148955
68423	458009
289266	553059
503687	910960
625167	252852
701033	694949
525943	496710
595719	932001
311212	826027
110986	88110
853419	118445
712611	600983
3514	905285
240498	303947
240023	15381
945405	411532
554860	789014
606605	484872
159541	107458
240675	846
823371	932331
390168	348151
309392	536524
854710	371003
812845	220822
776885	285100
125596	538048
969105	550509
168186	225973
547537	369606
497698	481477
161143	608277
532448	625467
981923	97963
544621	373473
245661	208662
505297	395201
806561	844980
195509	734267
300778	32536
25653	189611
413759	471790
692348	231412
489522	544936
958748	311037
796785	148484
668121	598699
809516	481111
667466	374587
940162	729944
905408	685416
345435	561945
34113	915451
938592	643291
181838	895775
356935	432062
889261	549418
423903	396895
537768	543281
804157	605852
752089	860285
275011	374610
846082	33614
500035	830531
327864	220364
43865	843035
813439	903850
369608	283644
212466	85989
749276	251206
991376	592850
368947	38937
818563	862967
973208	927626
909721	758814
109921	412439
343890	312890
534364	688742
461523	199625
770886	432656
671179	366756
114690	554873
439560	733429
76431	578167
695901	194811
950942	273756
935005	853334
173189	59667
174119	85968
42649	589606
479862	448665
354812	419881
123821	77649
304618	847903
144095	221095
528544	944226
398784	836668
980006	577113
703744	994122
133073	445180
712125	816223
460699	422521
331393	20015
308132	318580
934268	993278
547099	350893
106619	780766
920028	269029
69325	328526
314364	123224
691176	896326
233794	243251
118342	532888
