3997.624	3997.624	1998.812
3043.298	3043.298	1521.649
3687.089	3687.089	1843.545
2981.535	2981.535	1490.767
3514.002	3514.002	1757.001
1766.760	1766.760	883.380
3426.781	3426.781	1713.391
4048.613	4048.613	2024.307
997.953	997.953	498.977
264.185	264.185	132.092
1611.348	1611.348	805.674
1680.567	1680.567	840.284
3914.122	3914.122	1957.061
4113.162	4113.162	2056.581
513.295	513.295	256.647
1377.546	1377.546	688.773
725.851	725.851	362.926
4396.615	4396.615	2198.308
4477.098	4477.098	2238.549
2695.126	2695.126	1347.563
4194.747	4194.747	2097.374
486.514	486.514	243.257
2955.102	2955.102	1477.551
897.943	897.943	448.971
2182.016	2182.016	1091.008
2689.987	2689.987	1344.994
2846.146	2846.146	1423.073
1436.140	1436.140	718.070
3450.894	3450.894	1725.447
2252.956	2252.956	1126.478
1896.219	1896.219	948.109
2125.789	2125.789	1062.895
1287.828	1287.828	643.914
4722.393	4722.393	2361.197
705.165	705.165	352.582
1069.161	1069.161	534.581
1428.442	1428.442	714.221
3987.997	3987.997	1993.999
4422.862	4422.862	2211.431
1367.691	1367.691	683.846
3793.314	3793.314	1896.657
3416.130	3416.130	1708.065
4414.241	4414.241	2207.121
3104.027	3104.027	1552.014
3064.282	3064.282	1532.141
1246.075	1246.075	623.037
1198.716	1198.716	599.358
358.060	358.060	179.030
3435.738	3435.738	1717.869
2881.956	2881.956	1440.978
4831.581	4831.581	2415.791
4101.483	4101.483	2050.741
475.433	475.433	237.717
449.713	449.713	224.857
2090.380	2090.380	1045.190
1882.263	1882.263	941.131
4460.909	4460.909	2230.455
713.401	713.401	356.701
3028.590	3028.590	1514.295
4520.637	4520.637	2260.319
1619.229	1619.229	809.615
1360.557	1360.557	680.279
4700.346	4700.346	2350.173
4628.967	4628.967	2314.483
1617.604	1617.604	808.802
1430.890	1430.890	715.445
3282.671	3282.671	1641.335
4706.870	4706.870	2353.435
4979.337	4979.337	2489.668
343.201	343.201	171.600
4876.569	4876.569	2438.284
3889.969	3889.969	1944.984
3299.790	3299.790	1649.895
1296.048	1296.048	648.024
878.447	878.447	439.224
3719.073	3719.073	1859.536
1661.476	1661.476	830.738
4658.167	4658.167	2329.083
3182.914	3182.914	1591.457
1371.273	1371.273	685.636
1932.363	1932.363	966.182
265.942	265.942	132.971
289.040	289.040	144.520
1682.110	1682.110	841.055
4054.803	4054.803	2027.401
1264.826	1264.826	632.413
3954.583	3954.583	1977.292
4357.185	4357.185	2178.593
1252.723	1252.723	626.362
2206.672	2206.672	1103.336
2368.570	2368.570	1184.285
1451.902	1451.902	725.951
4360.589	4360.589	2180.294
15.875	15.875	7.938
213.963	213.963	106.981
2263.779	2263.779	1131.890
1350.784	1350.784	675.392
2593.610	2593.610	1296.805
2130.325	2130.325	1065.162
4654.153	4654.153	2327.076
