323309	172176
617692	323673
972434	953629
197431	405200
515702	508292
482242	280727
743502	979205
217752	868714
177667	557988
249460	866949
620677	510417
166812	601968
609499	419447
469524	830732
380909	781229
602199	51496
505179	831114
672758	130961
558759	648093
274969	359808
387647	593457
992288	100905
842970	188473
913302	333976
754860	673959
538292	408880
617343	222457
429443	509705
691413	105999
620554	109157
289479	637861
95734	416545
8314	161927
764529	883039
825635	274802
11741	257479
977410	326382
484637	713772
589207	412399
301635	142337
420575	45223
83806	228566
548085	866938
938878	165964
333744	420704
431717	458361
5257	324122
719194	566997
527003	750691
160763	678153
470636	483400
880320	538197
340049	496569
144295	175117
524731	886256
491935	136081
630297	105011
556288	735802
268968	181552
665236	683759
157974	740194
619785	300092
948764	491117
460432	120267
46236	759149
106097	86698
719100	759958
130889	187702
890205	919250
928925	159335
400554	145112
436354	832575
13104	168333
657209	785247
229135	18894
141928	945344
73909	472190
491578	190358
836446	923030
889831	737512
723479	479120
671519	875545
830479	299753
685297	131185
977018	517405
465155	426585
802096	211151
869489	86859
314315	147211
291114	201249
759579	471983
332038	817048
66369	991775
5062	570613
167949	647545
33626	774917
598823	549511
798121	320487
892842	430474
268739	763000
399779	256171
892650	579213
706213	620967
745213	946514
370932	359523
117458	123860
109468	965648
139344	163885
286449	284763
806872	681259
331031	206923
977387	590108
91039	660257
792903	661888
249133	387722
23525	344296
633582	834197
60419	506194
914328	265212
843449	509190
705641	214317
158167	955098
245145	905976
102862	821972
760456	553538
408406	934873
517221	472583
502590	525254
256528	793127
258078	836585
688765	717054
11904	574109
1890	14840
575961	191951
885009	983193
284197	688555
341668	342275
944012	774482
47991	102946
