30562	802400
962910	60196
791060	992500
198738	61968
69584	132047
879272	375481
156024	691716
86943	174891
678075	755234
695923	140397
337212	95651
819733	211325
824550	623216
872280	836526
726464	570939
159162	963477
223822	223642
39558	446181
466601	606198
340802	900220
296297	198469
686352	610963
905468	742223
547250	548291
578129	188258
473063	7016
760509	77440
32230	376446
947484	224880
210743	687219
773578	939606
736312	85940
814095	927188
788291	819525
241692	654927
139511	404887
472044	451236
122092	677771
420480	364872
815852	405213
695823	837303
606014	692088
705294	79074
563726	1463
629572	264577
23824	595844
346958	615386
83327	913492
321182	233803
419617	288968
319460	763966
400293	630813
119722	508322
531417	743417
701108	973652
749586	436835
172226	132970
669180	197379
884148	730291
538546	304295
489814	504608
37089	978834
141502	309709
551765	217150
377639	208464
892519	823794
385900	583878
714173	240531
601198	480923
908392	247653
654022	288759
907658	419462
265149	38756
137810	726565
132515	329857
765586	930051
800943	583148
555369	569562
887535	921978
861168	662409
839635	719752
969583	117678
131871	144109
345148	914939
81843	892376
903536	799708
976370	712642
423881	981650
918492	654995
348747	154318
828725	498378
911599	82630
603961	250048
851615	757417
441266	932274
286141	892811
852225	431834
852934	87445
399713	594816
691816	496268
728614	943693
281886	522135
364803	194078
294044	33710
253756	980473
30642	641399
709303	999543
960080	835115
154298	237002
399384	880021
172669	989988
792343	519201
526078	148065
102288	983066
30478	8629
927297	228017
66998	536929
245952	325905
985458	488862
934469	303799
900926	37558
479927	673584
732174	970144
229359	298350
297895	859864
228142	117648
75060	652688
183558	453058
585615	479607
828989	26607
594972	666741
187344	139058
637264	232458
320256	98081
265722	663423
161915	385168
818244	301274
709739	21731
172234	391058
89309	368831
646461	38767
496356	148100
304613	810331
119328	778573
97262	61268
808720	362620
634404	16893
198151	814336
185158	532498
676311	205148
370017	560988
997805	740810
956422	478888
914620	518768
161714	589005
512950	506123
748517	906078
394034	767478
825306	677167
512186	411518
592366	62514
229248	861895
378037	264728
323719	778488
675430	945534
281912	909309
229147	788112
799220	25384
17374	528960
452747	936726
507576	899212
773961	659099
831412	752612
133813	850469
924592	526452
