600812	826152
835386	444843
449970	68881
654399	633391
738097	712317
756130	394703
717489	372997
943519	272452
558202	583853
617351	256898
126160	121131
210913	122923
372842	710676
667697	337110
715237	199536
425533	561973
393762	561077
537020	954581
360831	229990
754838	729513
191258	339153
623690	903373
258622	319689
480487	188229
749919	717973
381007	886906
332627	450515
27194	495011
389456	704295
381136	565783
476086	899178
645436	581081
94379	496736
328951	108418
743756	539690
87207	949072
663946	732213
325928	407688
169930	968340
467519	319275
88305	785884
404058	509152
419472	42388
392500	664059
170031	253208
204979	756107
958320	124942
635454	731746
952796	322509
396953	714753
474987	712104
424078	253076
858499	477723
889511	671479
907114	970430
161355	514186
841582	847552
87505	29054
732719	800604
34185	826061
641476	921578
606084	882103
133374	651331
697993	375290
892075	144022
382453	442272
127371	110911
991828	214035
303878	739753
423459	879780
531746	2758
736229	579991
151862	780323
470256	876195
276408	5901
355078	442044
96916	461752
287964	757929
839527	840590
128680	637450
346027	396120
427450	958998
188177	576844
91041	549153
901596	348814
185349	110904
945768	35968
898777	151722
813593	434107
614864	479286
