688.871	688.871	344.435
4763.360	4763.360	2381.680
3400.044	3400.044	1700.022
1634.147	1634.147	817.073
3823.341	3823.341	1911.671
4236.706	4236.706	2118.353
1972.712	1972.712	986.356
4307.619	4307.619	2153.810
3306.463	3306.463	1653.231
3550.199	3550.199	1775.099
2981.863	2981.863	1490.932
2679.802	2679.802	1339.901
618.306	618.306	309.153
1290.598	1290.598	645.299
2327.048	2327.048	1163.524
303.626	303.626	151.813
360.010	360.010	180.005
2105.336	2105.336	1052.668
3146.681	3146.681	1573.340
2374.884	2374.884	1187.442
4429.755	4429.755	2214.877
2237.207	2237.207	1118.604
414.328	414.328	207.164
4645.284	4645.284	2322.642
3687.319	3687.319	1843.660
1094.120	1094.120	547.060
2556.492	2556.492	1278.246
386.196	386.196	193.098
3897.000	3897.000	1948.500
4698.690	4698.690	2349.345
1247.923	1247.923	623.961
2449.219	2449.219	1224.609
1830.305	1830.305	915.153
3158.837	3158.837	1579.418
4861.564	4861.564	2430.782
1146.606	1146.606	573.303
938.939	938.939	469.470
1209.568	1209.568	604.784
786.717	786.717	393.358
3984.572	3984.572	1992.286
4797.999	4797.999	2399.000
719.866	719.866	359.933
4163.816	4163.816	2081.908
2097.580	2097.580	1048.790
4246.085	4246.085	2123.042
4626.253	4626.253	2313.126
501.265	501.265	250.633
1658.515	1658.515	829.258
342.714	342.714	171.357
3868.909	3868.909	1934.454
511.278	511.278	255.639
1428.575	1428.575	714.287
4921.194	4921.194	2460.597
1853.810	1853.810	926.905
2704.451	2704.451	1352.225
2898.407	2898.407	1449.203
277.477	277.477	138.738
4159.939	4159.939	2079.969
173.836	173.836	86.918
414.383	414.383	207.191
2728.993	2728.993	1364.496
535.387	535.387	267.694
2087.611	2087.611	1043.806
2346.110	2346.110	1173.055
1659.255	1659.255	829.628
3357.760	3357.760	1678.880
3197.388	3197.388	1598.694
864.548	864.548	432.274
384.608	384.608	192.304
1055.408	1055.408	527.704
4550.467	4550.467	2275.233
202.479	202.479	101.240
1121.540	1121.540	560.770
4296.788	4296.788	2148.394
1242.521	1242.521	621.260
1015.127	1015.127	507.564
2993.093	2993.093	1496.547
672.542	672.542	336.271
1623.815	1623.815	811.907
555.587	555.587	277.793
3526.804	3526.804	1763.402
3033.249	3033.249	1516.625
1364.769	1364.769	682.385
2329.407	2329.407	1164.703
208.521	208.521	104.260
1131.076	1131.076	565.538
1153.165	1153.165	576.583
2100.834	2100.834	1050.417
2434.485	2434.485	1217.243
3336.509	3336.509	1668.255
43.950	43.950	21.975
4193.696	4193.696	2096.848
1395.804	1395.804	697.902
2797.179	2797.179	1398.589
943.083	943.083	471.542
509.789	509.789	254.895
3156.748	3156.748	1578.374
2775.094	2775.094	1387.547
640.829	640.829	320.414
1775.407	1775.407	887.703
